,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9,Subject10,Subject11,Subject12,Subject13,Subject14,Subject15,Subject16,Subject17,Subject18,Subject19,Subject20,Subject21,Subject22,Subject23,Subject24,Subject25,Subject26,Subject27,Subject28,Subject29,Subject30,Subject31,Subject32,Subject33,Subject34,Subject35,Subject36,Subject37,Subject38,Subject39,Subject40,Subject41,Subject42,Subject43,Subject44,Subject45,Subject46,Subject47,Subject48,Subject49,Subject50,Subject51,Subject52,Subject53,Subject54,Subject55,Subject56,Subject57,Subject58,Subject59,Subject60,Subject61,Subject62,Subject63,Subject64,Subject65,Subject66,Subject67,Subject68,Subject69,Subject70,Subject71,Subject72,Subject73,Subject74,Subject75,Subject76,Subject77,Subject78,Subject79,Subject80,Subject81,Subject82,Subject83,Subject84,Subject85
3Runners_crf_0_82fps,32.0,28.0,20.0,20.0,39.0,27.0,30.0,36.0,34.0,27.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,36.0,33.0,26.0,10.0,25.0,32.0,30.0,33.0,33.0,22.0,-1.0,33.0,19.0,25.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,33.0,39.0,39.0,25.0,27.0,29.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,32.0,37.0,35.0,33.0,32.0,32.0,-1.0,-1.0
3Runners_crf_0_98fps,-1.0,37.0,16.0,-1.0,-1.0,26.0,-1.0,-1.0,-1.0,28.0,-1.0,39.0,29.0,23.0,32.0,38.0,27.0,32.0,25.0,-1.0,21.0,-1.0,25.0,-1.0,23.0,34.0,25.0,38.0,-1.0,-1.0,-1.0,-1.0,34.0,33.0,-1.0,32.0,39.0,11.0,-1.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0,-1.0,-1.0,-1.0,26.0,22.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,32.0,29.0,39.0,19.0,19.0,35.0,19.0,-1.0,-1.0,-1.0,-1.0,35.0,25.0,36.0,30.0,38.0,-1.0,-1.0,25.0,32.0,-1.0
3Runners_crf_0_120fps,29.0,-1.0,-1.0,32.0,37.0,-1.0,30.0,26.0,38.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,38.0,-1.0,37.0,-1.0,-1.0,-1.0,-1.0,34.0,28.0,36.0,35.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,19.0,-1.0,37.0,39.0,34.0,39.0,35.0,31.0,-1.0,32.0,30.0,36.0,-1.0,-1.0,-1.0,24.0,37.0,24.0,29.0,29.0,36.0,34.0,36.0,27.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,38.0,39.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,27.0,-1.0,-1.0,34.0
3Runners_crf_28_24fps,12.0,-1.0,-1.0,13.0,14.0,-1.0,26.0,16.0,34.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,17.0,-1.0,27.0,-1.0,-1.0,-1.0,-1.0,26.0,20.0,19.0,28.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,27.0,-1.0,8.0,19.0,10.0,19.0,6.0,29.0,-1.0,18.0,17.0,5.0,-1.0,-1.0,-1.0,14.0,18.0,7.0,6.0,15.0,6.0,7.0,23.0,10.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,15.0,11.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,17.0,-1.0,-1.0,24.0
3Runners_crf_30_30fps,22.0,19.0,15.0,25.0,6.0,17.0,24.0,18.0,26.0,30.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,9.0,29.0,22.0,8.0,27.0,19.0,28.0,16.0,20.0,28.0,-1.0,22.0,26.0,24.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,32.0,36.0,30.0,19.0,18.0,17.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,23.0,39.0,29.0,29.0,19.0,20.0,-1.0,-1.0
3Runners_crf_36_60fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,27.0,21.0,16.0,28.0,24.0,31.0,19.0,37.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,29.0,22.0,23.0,26.0,25.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,27.0,24.0,35.0,26.0,34.0,15.0,37.0,16.0,24.0,-1.0,25.0,31.0,26.0,30.0,38.0,27.0,16.0,28.0,30.0,31.0,28.0,29.0,31.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,33.0
3Runners_crf_38_82fps,-1.0,28.0,30.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,18.0,-1.0,39.0,31.0,25.0,22.0,24.0,26.0,30.0,18.0,-1.0,17.0,-1.0,28.0,-1.0,21.0,20.0,19.0,33.0,-1.0,-1.0,-1.0,-1.0,34.0,33.0,-1.0,13.0,21.0,28.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,25.0,21.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,31.0,19.0,29.0,29.0,26.0,33.0,30.0,-1.0,-1.0,-1.0,-1.0,26.0,32.0,31.0,30.0,37.0,-1.0,-1.0,23.0,38.0,-1.0
3Runners_crf_40_24fps,14.0,21.0,10.0,19.0,4.0,9.0,29.0,16.0,25.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,15.0,26.0,20.0,4.0,19.0,19.0,25.0,3.0,13.0,6.0,-1.0,6.0,9.0,29.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,6.0,39.0,29.0,17.0,12.0,11.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,19.0,28.0,15.0,19.0,7.0,14.0,-1.0,-1.0
3Runners_crf_40_98fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,31.0,29.0,25.0,30.0,26.0,29.0,19.0,28.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,35.0,24.0,27.0,32.0,17.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,25.0,27.0,33.0,26.0,35.0,25.0,34.0,32.0,34.0,-1.0,22.0,32.0,34.0,32.0,32.0,22.0,22.0,32.0,25.0,24.0,31.0,31.0,30.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,36.0
3Runners_crf_40_120fps,39.0,-1.0,-1.0,20.0,38.0,-1.0,33.0,28.0,38.0,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,-1.0,33.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,31.0,20.0,31.0,34.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,30.0,-1.0,25.0,26.0,25.0,34.0,39.0,32.0,-1.0,25.0,21.0,30.0,-1.0,-1.0,-1.0,26.0,35.0,31.0,32.0,26.0,35.0,33.0,32.0,26.0,37.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,37.0,39.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,26.0,-1.0,-1.0,37.0
3Runners_crf_42_30fps,20.0,35.0,15.0,24.0,28.0,11.0,28.0,16.0,29.0,27.0,19.0,23.0,24.0,15.0,15.0,14.0,23.0,20.0,22.0,20.0,13.0,22.0,31.0,24.0,20.0,7.0,22.0,20.0,7.0,3.0,20.0,24.0,16.0,27.0,7.0,31.0,20.0,28.0,20.0,12.0,22.0,28.0,30.0,20.0,23.0,32.0,29.0,16.0,24.0,24.0,14.0,20.0,13.0,15.0,31.0,11.0,25.0,20.0,31.0,28.0,29.0,13.0,22.0,39.0,11.0,17.0,21.0,8.0,3.0,32.0,15.0,19.0,29.0,15.0,33.0,34.0,16.0,20.0,35.0,25.0,18.0,10.0,25.0,22.0,22.0
3Runners_crf_46_24fps,9.0,-1.0,-1.0,18.0,10.0,-1.0,26.0,16.0,32.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,10.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,24.0,16.0,16.0,12.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,9.0,-1.0,16.0,17.0,13.0,20.0,21.0,11.0,-1.0,16.0,22.0,0.0,-1.0,-1.0,-1.0,15.0,20.0,1.0,5.0,7.0,17.0,2.0,15.0,13.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,21.0,8.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,17.0,-1.0,-1.0,20.0
3Runners_crf_48_30fps,20.0,24.0,18.0,29.0,21.0,13.0,26.0,24.0,26.0,16.0,18.0,26.0,24.0,11.0,18.0,19.0,10.0,32.0,19.0,16.0,9.0,27.0,23.0,34.0,24.0,19.0,9.0,22.0,24.0,31.0,22.0,16.0,14.0,16.0,7.0,20.0,31.0,21.0,9.0,14.0,17.0,20.0,26.0,29.0,6.0,21.0,14.0,20.0,10.0,13.0,16.0,16.0,19.0,23.0,24.0,9.0,7.0,14.0,14.0,12.0,22.0,24.0,23.0,20.0,15.0,25.0,21.0,25.0,10.0,30.0,13.0,19.0,23.0,20.0,32.0,24.0,23.0,20.0,30.0,23.0,13.0,22.0,14.0,26.0,26.0
3Runners_crf_48_60fps,30.0,33.0,15.0,21.0,33.0,20.0,29.0,24.0,32.0,33.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,28.0,28.0,23.0,15.0,24.0,31.0,27.0,29.0,24.0,25.0,-1.0,30.0,25.0,31.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,34.0,32.0,30.0,17.0,23.0,25.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,25.0,32.0,29.0,24.0,21.0,29.0,-1.0,-1.0
3Runners_crf_50_82fps,-1.0,29.0,30.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,21.0,-1.0,33.0,30.0,27.0,18.0,30.0,23.0,22.0,19.0,-1.0,19.0,-1.0,30.0,-1.0,22.0,21.0,20.0,26.0,-1.0,-1.0,-1.0,-1.0,29.0,37.0,-1.0,29.0,19.0,36.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,-1.0,-1.0,15.0,16.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,33.0,18.0,35.0,19.0,23.0,33.0,32.0,-1.0,-1.0,-1.0,-1.0,25.0,33.0,36.0,28.0,25.0,-1.0,-1.0,23.0,34.0,-1.0
3Runners_crf_52_98fps,-1.0,30.0,18.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,33.0,-1.0,38.0,20.0,29.0,23.0,34.0,23.0,30.0,26.0,-1.0,17.0,-1.0,28.0,-1.0,26.0,27.0,24.0,34.0,-1.0,-1.0,-1.0,-1.0,32.0,36.0,-1.0,32.0,21.0,24.0,-1.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,21.0,21.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,30.0,20.0,28.0,31.0,26.0,31.0,28.0,-1.0,-1.0,-1.0,-1.0,32.0,25.0,34.0,32.0,30.0,-1.0,-1.0,16.0,37.0,-1.0
3Runners_crf_52_120fps,-1.0,26.0,34.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,36.0,-1.0,37.0,34.0,33.0,32.0,35.0,19.0,21.0,22.0,-1.0,22.0,-1.0,31.0,-1.0,31.0,24.0,34.0,23.0,-1.0,-1.0,-1.0,-1.0,33.0,36.0,-1.0,34.0,25.0,29.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,-1.0,-1.0,-1.0,22.0,24.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,26.0,25.0,34.0,27.0,12.0,30.0,10.0,-1.0,-1.0,-1.0,-1.0,26.0,33.0,37.0,30.0,37.0,-1.0,-1.0,29.0,31.0,-1.0
3Runners_crf_54_60fps,-1.0,26.0,31.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,13.0,-1.0,37.0,24.0,17.0,19.0,21.0,19.0,31.0,19.0,-1.0,11.0,-1.0,27.0,-1.0,19.0,9.0,27.0,24.0,-1.0,-1.0,-1.0,-1.0,26.0,22.0,-1.0,29.0,26.0,35.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,-1.0,-1.0,-1.0,27.0,12.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,15.0,14.0,30.0,28.0,16.0,32.0,16.0,-1.0,-1.0,-1.0,-1.0,26.0,30.0,23.0,31.0,29.0,-1.0,-1.0,18.0,27.0,-1.0
3Runners_crf_56_82fps,18.0,20.0,18.0,25.0,20.0,17.0,23.0,24.0,28.0,26.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,32.0,29.0,24.0,8.0,23.0,26.0,27.0,19.0,23.0,12.0,-1.0,25.0,30.0,34.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,34.0,29.0,28.0,20.0,14.0,18.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,28.0,38.0,32.0,29.0,14.0,17.0,-1.0,-1.0
3Runners_crf_58_98fps,18.0,30.0,29.0,20.0,27.0,18.0,26.0,24.0,30.0,28.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,28.0,24.0,23.0,11.0,16.0,29.0,20.0,13.0,24.0,18.0,-1.0,32.0,27.0,31.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,29.0,20.0,27.0,21.0,15.0,26.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,26.0,28.0,25.0,30.0,30.0,16.0,-1.0,-1.0
3Runners_crf_58_120fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,33.0,30.0,19.0,17.0,25.0,26.0,11.0,28.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,-1.0,33.0,15.0,17.0,23.0,23.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,28.0,26.0,27.0,28.0,22.0,24.0,33.0,26.0,31.0,-1.0,28.0,35.0,25.0,17.0,29.0,18.0,29.0,32.0,39.0,19.0,24.0,-1.0,31.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,32.0
3Runners_crf_63_24fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,0.0,1.0,4.0,2.0,13.0,23.0,6.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,5.0,7.0,15.0,10.0,6.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,4.0,12.0,10.0,9.0,0.0,4.0,0.0,6.0,10.0,-1.0,14.0,0.0,1.0,0.0,2.0,4.0,0.0,9.0,22.0,23.0,7.0,10.0,23.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,22.0
3Runners_crf_63_30fps,4.0,2.0,9.0,13.0,0.0,14.0,17.0,26.0,17.0,1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,3.0,17.0,21.0,4.0,3.0,11.0,7.0,5.0,16.0,4.0,-1.0,4.0,8.0,9.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,7.0,10.0,8.0,6.0,3.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,12.0,20.0,12.0,24.0,3.0,7.0,-1.0,-1.0
3Runners_crf_63_60fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,11.0,17.0,9.0,19.0,10.0,12.0,8.0,19.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,25.0,10.0,21.0,23.0,15.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,21.0,21.0,17.0,16.0,10.0,8.0,30.0,7.0,12.0,-1.0,13.0,12.0,13.0,2.0,5.0,18.0,2.0,22.0,17.0,16.0,27.0,-1.0,18.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,27.0
3Runners_crf_63_82fps,-1.0,1.0,20.0,-1.0,-1.0,14.0,-1.0,-1.0,-1.0,18.0,-1.0,25.0,17.0,17.0,7.0,19.0,20.0,15.0,1.0,-1.0,9.0,-1.0,14.0,-1.0,17.0,11.0,11.0,24.0,-1.0,-1.0,-1.0,-1.0,28.0,25.0,-1.0,12.0,10.0,11.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,15.0,20.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,10.0,15.0,14.0,14.0,13.0,20.0,11.0,-1.0,-1.0,-1.0,-1.0,24.0,37.0,25.0,16.0,21.0,-1.0,-1.0,15.0,21.0,-1.0
3Runners_crf_63_98fps,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,28.0,26.0,18.0,29.0,11.0,18.0,11.0,17.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,22.0,14.0,20.0,20.0,13.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,24.0,22.0,16.0,18.0,19.0,9.0,9.0,12.0,19.0,-1.0,14.0,17.0,16.0,9.0,13.0,17.0,16.0,22.0,24.0,20.0,23.0,20.0,23.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,27.0
3Runners_crf_63_120fps,23.0,-1.0,-1.0,25.0,14.0,-1.0,22.0,25.0,29.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,-1.0,25.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,29.0,16.0,26.0,8.0,-1.0,-1.0,29.0,-1.0,-1.0,-1.0,17.0,-1.0,20.0,21.0,29.0,20.0,37.0,4.0,-1.0,16.0,12.0,30.0,-1.0,-1.0,-1.0,17.0,13.0,23.0,13.0,21.0,30.0,23.0,16.0,24.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,18.0,25.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,9.0,-1.0,-1.0,26.0
Flips_crf_0_24fps,6.0,23.0,19.0,22.0,10.0,0.0,28.0,11.0,33.0,24.0,21.0,32.0,25.0,9.0,5.0,16.0,9.0,29.0,29.0,24.0,19.0,14.0,30.0,24.0,17.0,9.0,17.0,14.0,18.0,16.0,23.0,25.0,17.0,16.0,7.0,25.0,22.0,10.0,19.0,11.0,3.0,31.0,12.0,17.0,0.0,19.0,26.0,15.0,22.0,14.0,8.0,20.0,7.0,23.0,10.0,5.0,4.0,16.0,7.0,22.0,11.0,12.0,20.0,9.0,8.0,27.0,35.0,14.0,4.0,22.0,4.0,19.0,25.0,24.0,18.0,32.0,13.0,9.0,24.0,13.0,22.0,19.0,11.0,17.0,28.0
Flips_crf_0_30fps,-1.0,20.0,10.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,34.0,-1.0,37.0,27.0,17.0,15.0,19.0,10.0,17.0,28.0,-1.0,12.0,-1.0,23.0,-1.0,15.0,18.0,11.0,30.0,-1.0,-1.0,-1.0,-1.0,18.0,27.0,-1.0,30.0,17.0,19.0,-1.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,25.0,21.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,30.0,27.0,24.0,28.0,27.0,31.0,10.0,-1.0,-1.0,-1.0,-1.0,26.0,26.0,22.0,39.0,17.0,-1.0,-1.0,11.0,29.0,-1.0
Flips_crf_0_60fps,30.0,39.0,39.0,28.0,39.0,18.0,32.0,24.0,33.0,39.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,33.0,39.0,30.0,26.0,26.0,29.0,37.0,30.0,27.0,14.0,-1.0,38.0,39.0,32.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,31.0,37.0,29.0,27.0,27.0,36.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,34.0,39.0,37.0,37.0,29.0,33.0,-1.0,-1.0
Flips_crf_0_82fps,39.0,-1.0,-1.0,31.0,36.0,-1.0,29.0,28.0,31.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,-1.0,36.0,-1.0,39.0,-1.0,-1.0,-1.0,-1.0,34.0,29.0,35.0,35.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,20.0,-1.0,29.0,32.0,33.0,39.0,35.0,34.0,-1.0,27.0,25.0,39.0,-1.0,-1.0,-1.0,34.0,33.0,27.0,33.0,28.0,22.0,32.0,23.0,34.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,34.0,25.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,33.0,-1.0,-1.0,36.0
Flips_crf_0_98fps,38.0,39.0,38.0,29.0,37.0,32.0,30.0,33.0,32.0,34.0,36.0,38.0,33.0,34.0,29.0,28.0,35.0,30.0,28.0,39.0,21.0,32.0,29.0,37.0,28.0,30.0,21.0,32.0,37.0,37.0,32.0,37.0,39.0,39.0,39.0,39.0,39.0,25.0,30.0,12.0,31.0,31.0,37.0,39.0,32.0,39.0,36.0,21.0,30.0,33.0,19.0,21.0,21.0,30.0,36.0,35.0,31.0,26.0,39.0,33.0,35.0,33.0,33.0,37.0,37.0,33.0,39.0,30.0,35.0,33.0,38.0,19.0,38.0,-1.0,22.0,39.0,33.0,36.0,35.0,38.0,33.0,29.0,21.0,39.0,39.0
Flips_crf_0_120fps,-1.0,39.0,39.0,-1.0,-1.0,28.0,-1.0,-1.0,-1.0,33.0,-1.0,39.0,31.0,39.0,32.0,36.0,33.0,19.0,35.0,-1.0,28.0,-1.0,39.0,-1.0,25.0,31.0,39.0,39.0,-1.0,-1.0,-1.0,-1.0,39.0,38.0,-1.0,39.0,39.0,32.0,-1.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,-1.0,-1.0,-1.0,30.0,23.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,38.0,36.0,35.0,35.0,39.0,36.0,34.0,-1.0,-1.0,-1.0,-1.0,34.0,36.0,37.0,39.0,37.0,-1.0,-1.0,29.0,39.0,-1.0
Flips_crf_24_24fps,12.0,20.0,10.0,22.0,24.0,10.0,22.0,20.0,29.0,34.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,31.0,30.0,22.0,14.0,17.0,23.0,14.0,10.0,20.0,25.0,-1.0,4.0,7.0,22.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,0.0,36.0,27.0,21.0,25.0,13.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,29.0,34.0,12.0,22.0,17.0,14.0,-1.0,-1.0
